"Matrix","nitrogen","oxygen","ph","phosphorus","temperature","turbidity","electricalconductivity","nitrate","nitrite","salinity","sodium","Season01","Month","Seasonr","PercHighIntens","PercAgri","Region"
"water","*","9.23","7.62","0.03865","15.74","*","*","0.121","0.0035","0.06","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.49","7.62","0.0291","15.36","*","*","0.119","0.02","0.06","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.4","8.36","*","*","*","*","*","*","*","*","wet","5","wet","0.557554028377577","77.3952613874278","North"
"water","0.905","11.3","7.82","0.23","15.1","80","*","*","*","*","*","wet","5","wet","0.557554028377577","77.3952613874278","North"
"water","2.39","11.02","7.43","0.96","14.2","3.5","*","*","*","*","*","wet","5","wet","0.557554028377577","77.3952613874278","North"
"water","*","8","8.35","*","*","*","*","*","*","*","*","wet","5","wet","0.557554028377577","77.3952613874278","North"
"water","0.69","8.75","7.63","0.59","14.75","18","*","*","*","*","*","wet","5","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","7.5","7.71","*","*","*","*","*","*","*","*","wet","5","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","9.35","7.68","0.0764","15.87","*","*","0.134","0.00462","0.11","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.29","7.65","0.07111","15.81","*","*","0.126","0.00364","0.06","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.36","7.71","0.0403","15.8","*","*","0.126","0.00364","0.06","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.6","7.8","*","15","*","*","*","*","*","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.59","7.81","0.0509","14.97","*","*","0.17","0.01","0.1","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.4","7.7","*","16.8","*","*","*","*","*","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.4","7.7","*","16.3","*","*","*","*","*","*","wet","5","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","8.6","7.56","*","24","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","11.5","7.4","*","21.3","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.3","7.76","*","24","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.71","7.35","*","21.49","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.99","7.51","*","13.84","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","5.9","8.14","*","25","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","8","7.42","*","25","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","0.43","7.24","7.03","0.21","22.66","65","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","0.57","6.94","7.31","0.18","15.55","13","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.3","8.32","*","25","*","*","*","*","*","*","wet","5","wet","1.14840511162082","84.316574777162","Central"
"water","*","6.28","7.72","*","14.71","*","*","*","*","*","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","6","7.24","*","25","*","*","*","*","*","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.6","7.74","0.0493","16.88","*","*","0.27","0.00378","0.07","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.62","7.7","0.0378","16.14","*","*","0.129","0.00392","0.06","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.62","7.69","0.05022","16.05","*","*","0.126","0.00406","0.06","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","1.85","3.34","7.14","0.3","23.67","11","*","*","*","*","*","wet","5","wet","2.99070155978253","76.522191638251","South"
"water","*","9.87","7.78","0.05926","16.62","*","*","0.25","0.00434","0.07","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.77","7.73","0.03642","16.27","*","*","0.13","0.0042","0.06","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.98","7.87","0.0378","16.51","*","*","0.13","0.0042","0.06","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.9","7.9","*","15.9","*","*","*","*","*","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.92","7.92","0.0431","15.9","*","*","0.125","0.00462","0.07","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.34","7.72","0.0446","16.74","*","*","0.158","0.00448","0.07","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.44","7.64","0.06466","15.69","*","*","0.142","0.00588","0.06","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.63","7.63","0.0317","15.96","*","*","0.12","0.00504","0.06","*","wet","5","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.41","7.7","0.045","16.27","*","*","0.146","0.00644","0.07","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.37","7.65","0.0338","15.9","*","*","0.141","0.0056","0.07","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.71","7.81","0.0579","16.22","*","*","0.143","0.00574","0.07","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.5","7.7","*","15.8","*","*","*","*","*","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.48","7.68","0.108","15.78","*","*","0.11","0.00518","0.07","*","wet","5","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9","7.7","*","16.5","*","*","*","*","*","*","wet","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9","7.7","*","16.6","*","*","*","*","*","*","wet","6","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","8.57","7.37","*","17.8","4.8","*","0.208","0.005","*","*","wet","6","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.57","7.24","*","17.1","4.9","*","0.163","0.004","*","*","wet","6","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.77","7.13","*","16.1","8.7","*","0.179","0.005","*","*","wet","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.9","7.7","*","16.1","*","*","*","*","*","*","wet","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.9","7.7","*","16.1","*","*","*","*","*","*","wet","6","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","8.79","7.14","*","16.4","6.4","*","0.207","0.005","*","*","wet","6","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.04","7.16","*","16.6","5.8","*","0.202","0.005","*","*","wet","6","wet","1.14840511162082","84.316574777162","Central"
"water","*","9.15","7.88","0.0375","16.23","*","*","0.151","0.00602","0.08","*","wet","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.29","7.61","0.0403","16.05","*","*","0.161","0.00742","0.07","*","wet","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","9.39","7.61","0.03711","15.77","*","*","0.139","0.00658","0.07","*","wet","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.53115052296498","7.56","0.057","16.18","*","*","0.177","0.00756","0.65","*","wet","6","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.37","7.64","0.04129","16.15","*","*","0.165","0.007","0.08","*","wet","6","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.5","7.75","0.04205","16.13","*","*","0.167","0.00686","0.1","*","wet","6","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.8","7.8","*","15.8","*","*","*","*","*","*","wet","6","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","9.78","7.81","0.0381","15.84","*","*","0.165","0.00672","0.08","*","wet","6","wet","0.319532683450454","2.56927814499865","Suisun"
"water","*","8.8","7.7","*","18.2","*","*","*","*","*","*","wet","6","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","8.9","7.7","*","18.1","*","*","*","*","*","*","wet","6","wet","1.29540878851541","79.3360469187675","Sacramento"
"water","*","8.2","8.28","*","*","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","0.37","8.5","7.69","0.24","24.61","22","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","2.6","9.36","7.54","1.3","24.1","4.8","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","17.1","8.19","*","*","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","*","11.24","7.19","*","23.7","*","*","*","*","*","*","dry","6","dry","0.557554028377577","77.3952613874278","North"
"water","0.39","7.15","6.89","0.46","23.5","20","*","*","*","*","*","dry","6","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","8.1","8.12","*","*","*","*","*","*","*","*","dry","6","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","1.26","7.12","*","18.78","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.5","7.95","*","25","*","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","0.565","4.44","6.89","0.12","21.55","17","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","1.35","4.68","7.41","0.26","19.78","30","*","*","*","*","*","dry","6","dry","1.14840511162082","84.316574777162","Central"
"water","*","4.78","7.75","*","20.81","*","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.5","7.93","*","25","*","*","*","*","*","*","dry","6","dry","5.03726244534141","31.7753006222671","Confluence"
"water","0.78","2.44","7.1","0.32","25.34","7.5","*","*","*","*","*","dry","6","dry","2.99070155978253","76.522191638251","South"
"water","*","7.92","7.92","*","25.04","4.7","*","0.104","0","*","*","wet","7","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.29","7.87","*","22.69","3","*","0.141","0","*","*","wet","7","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.95","7.6","*","22.09","8.6","*","0.142","0","*","*","wet","7","wet","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.46","7.26","*","22.49","4.4","*","0.168","0","*","*","dry","7","wet","1.14840511162082","84.316574777162","Central"
"water","*","7.83","7","*","22.5","4.2","*","0.164","0","*","*","dry","7","wet","1.14840511162082","84.316574777162","Central"
"water","*","8.4","8.42","*","*","*","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","0.535","9.3","8.34","0.26","24.6","39","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","2.5","8.71","6.58","1","19.8","8","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.2","7.76","*","*","*","*","*","*","*","*","dry","7","dry","0.557554028377577","77.3952613874278","North"
"water","0.47","7.18","8.04","0.31","25.5","22","*","*","*","*","*","dry","7","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","7.8","8.17","*","*","*","*","*","*","*","*","dry","7","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","10.35","7.55","*","20.91","20.2","*","*","*","*","*","dry","7","dry","2.99070155978253","76.522191638251","South"
"water","*","8.05","7.41","*","22.92","27.1","*","*","*","*","*","dry","7","dry","2.99070155978253","76.522191638251","South"
"water","*","10.58","7.62","*","19.12","20.2","*","*","*","*","*","dry","7","dry","2.99070155978253","76.522191638251","South"
"water","*","8.89","7.76","*","20.68","26.9","*","*","*","*","*","dry","7","dry","2.99070155978253","76.522191638251","South"
"water","*","6","7.86","*","24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6","7.15","*","21.69","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","3.5","6.99","*","27.24","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.6","7.86","*","22.21","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.8","8.06","*","25","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.44","10","7.57","0.19","30.4","28","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","0.69","4.42","7.35","0.17","19.65","19","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","3.97","7.65","*","19.47","*","*","*","*","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","*","7.8","7.45","*","25","*","*","*","*","*","*","dry","7","dry","5.03726244534141","31.7753006222671","Confluence"
"water","0.755","3.27","6.86","0.42","26.42","3.7","*","*","*","*","*","dry","7","dry","2.99070155978253","76.522191638251","South"
"water","*","9.85","8.56","*","24.8","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.9","8.03","*","27.05","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.74","8.8","*","24.8","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.24","8.38","*","26.76","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","4.92","6.98","*","22.59","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.86","7.9","*","24.8","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","8.84","6.88","*","24.4","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.66","8.51","*","24.8","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","6.5","8.15","*","22.83","*","*","*","*","*","*","dry","7","dry","1.14840511162082","84.316574777162","Central"
"water","*","9.99","7.75","*","17.57","4.52","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
"water","*","7.52","8.9","*","23.8","*","*","*","*","*","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.14","7.47","*","24.93","*","*","*","*","*","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.76","8.15","*","23.8","*","*","*","*","*","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.01","6.99","*","25.15","*","*","*","*","*","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","*","8.67","7.92","*","21.05","8.05","*","*","*","*","*","dry","8","dry","1.29540878851541","79.3360469187675","Sacramento"
"water","*","7.77","8.89","*","24.5","*","*","*","*","*","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","*","3.82","7.69","*","19.97","*","*","*","*","*","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.08","8.82","*","23.8","*","*","*","*","*","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","*","4.08","7.44","*","21.1","*","*","*","*","*","*","dry","8","dry","0.557554028377577","77.3952613874278","North"
"water","*","7.11","7.68","*","22.97","19.2","*","*","*","*","*","dry","8","dry","1.14840511162082","84.316574777162","Central"
